|citation|section_title|text
3927|151.4661.c|  APPLICABILITY TO CERTAIN BREWPUBS|This subchapter applies only to a brewpub that engages in activities authorized by Section 74.08, Alcoholic Beverage Code.
3928|151.467.c|  SUSPENSION OR CANCELLATION OF PERMIT|If a person fails to file a report required by this subchapter or fails to file a complete report, the comptroller may suspend or cancel one or more permits issued to the person under Section 151.203.
3929|151.468.c|  CIVIL PENALTY; CRIMINAL PENALTY|
3930|151.468.a|  CIVIL PENALTY; CRIMINAL PENALTY|(a)
3931|151.468.a|  CIVIL PENALTY; CRIMINAL PENALTY|If a person fails to file a report required by this subchapter or fails to file a complete report, the comptroller may impose a civil or criminal penalty, or both, under Section 151.703
3932|151.468.d|  CIVIL PENALTY; CRIMINAL PENALTY|(d)
3933|151.468.d|  CIVIL PENALTY; CRIMINAL PENALTY|or 151.709.Text of subsection effective until September 01, 2021
3934|151.468.b|  CIVIL PENALTY; CRIMINAL PENALTY|(b)
3935|151.468.b|  CIVIL PENALTY; CRIMINAL PENALTY|In addition to the penalties imposed under Subsection (a), a brewer, manufacturer, brewpub, wholesaler, distributor, or package store local distributor shall pay the state a civil penalty of not less than $25 or more than $2,000 for each day a violation continues if the brewer, manufacturer, brewpub, wholesaler, distributor, or package store local distributor:
3936|151.468.1|  CIVIL PENALTY; CRIMINAL PENALTY|(1)
3937|151.468.1|  CIVIL PENALTY; CRIMINAL PENALTY|violates this subchapter; or
3938|151.468.2|  CIVIL PENALTY; CRIMINAL PENALTY|(2)
3939|151.468.2|  CIVIL PENALTY; CRIMINAL PENALTY|violates a rule adopted to administer or enforce this subchapter.Text of subsection effective on September 01, 2021
3940|151.468.b|  CIVIL PENALTY; CRIMINAL PENALTY|(b)
3941|151.468.b|  CIVIL PENALTY; CRIMINAL PENALTY|In addition to the penalties imposed under Subsection (a), a brewer, brewpub, wholesaler, distributor, or package store local distributor shall pay the state a civil penalty of not less than $25 or more than $2,000 for each day a violation continues if the brewer, brewpub, wholesaler, distributor, or package store local distributor:
3942|151.468.1|  CIVIL PENALTY; CRIMINAL PENALTY|(1)
3943|151.468.1|  CIVIL PENALTY; CRIMINAL PENALTY|violates this subchapter; or
3944|151.468.2|  CIVIL PENALTY; CRIMINAL PENALTY|(2)
3945|151.468.2|  CIVIL PENALTY; CRIMINAL PENALTY|violates a rule adopted to administer or enforce this subchapter.
3946|151.469.2|  ACTION BY TEXAS ALCOHOLIC BEVERAGE COMMISSION|If a person fails to file a report required by this subchapter or fails to file a complete report, the comptroller may notify the Texas Alcoholic Beverage Commission of the failure and the commission may take administrative action against the person for the failure under the Alcoholic Beverage Code.
3947|151.470.2|  AUDIT; INSPECTION|The comptroller may audit, inspect, or otherwise verify a brewer's, manufacturer's, brewpub's, wholesaler's, distributor's, or package store local distributor's compliance with this subchapter.
3948|151.470.2|  AUDIT; INSPECTION|The comptroller may audit, inspect, or otherwise verify a brewer's, brewpub's, wholesaler's, distributor's, or package store local distributor's compliance with this subchapter.
3949|151.471.2|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|
3950|151.471.a|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|(a)
3951|151.471.a|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|The comptroller may bring an action to enforce this subchapter and obtain any civil remedy authorized by this subchapter or any other law for the violation of this subchapter. The attorney general shall prosecute the action on the comptroller's behalf.
3952|151.471.b|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|(b)
3953|151.471.b|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|Venue for and jurisdiction of an action under this section is exclusively conferred on the district courts in Travis County.
3954|151.471.c|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|(c)
3955|151.471.c|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|If the comptroller prevails in an action under this section, the comptroller and attorney general are entitled to recover court costs and reasonable attorney's fees incurred in bringing the action.
3956|151.481.c|  DEFINITIONS|In this subchapter:
3957|151.481.1|  DEFINITIONS|(1)
3958|151.481.1|  DEFINITIONS|Manufacturer means a person that manufactures off-highway vehicles and is required to hold a manufacturer's license under Chapter 2301, Occupations Code.
3959|151.481.2|  DEFINITIONS|(2)
3960|151.481.2|  DEFINITIONS|New off-highway vehicle means an off-highway vehicle that has not been the subject of a retail sale.
3961|151.481.3|  DEFINITIONS|(3)
3962|151.481.3|  DEFINITIONS|Off-highway vehicle has the meaning assigned by Section 501.0301, Transportation Code.
3963|151.482.3|  REPORTS BY MANUFACTURERS|
3964|151.482.a|  REPORTS BY MANUFACTURERS|(a)
3965|151.482.a|  REPORTS BY MANUFACTURERS|The comptroller shall require each manufacturer to file with the comptroller a report not later than March 1 of each year listing each warranty issued by the manufacturer for a new off-highway vehicle that was, during the preceding calendar year, sold to a resident of this state by a retailer located outside this state.  The report must:
3966|151.482.1|  REPORTS BY MANUFACTURERS|(1)
3967|151.482.1|  REPORTS BY MANUFACTURERS|be in a form prescribed by the comptroller; and
3968|151.482.2|  REPORTS BY MANUFACTURERS|(2)
3969|151.482.2|  REPORTS BY MANUFACTURERS|contain, at a minimum, the following information for each warranty:
3970|151.482.A|  REPORTS BY MANUFACTURERS|(A)
3971|151.482.A|  REPORTS BY MANUFACTURERS|the vehicle identification number of the vehicle;
3972|151.482.B|  REPORTS BY MANUFACTURERS|(B)
3973|151.482.B|  REPORTS BY MANUFACTURERS|the make, model, and model year of the vehicle; and
3974|151.482.C|  REPORTS BY MANUFACTURERS|(C)
3975|151.482.C|  REPORTS BY MANUFACTURERS|the name and address, including street name and number, city, and zip code, of the purchaser of the vehicle.
3976|151.482.b|  REPORTS BY MANUFACTURERS|(b)
3977|151.482.b|  REPORTS BY MANUFACTURERS|As soon as practicable after receiving a report submitted under this section, the comptroller shall use the information in the report to investigate and collect any unpaid use taxes imposed under Subchapter D on an off-highway vehicle described in the report.
3978|151.483.b|  RULES|The comptroller may adopt rules as necessary to implement this subchapter.
3979|151.484.b|  CONFIDENTIALITY|Except as provided by Section 111.006, information contained in a report required to be filed by this subchapter is confidential and not subject to disclosure under Chapter 552, Government Code.
3980|151.485.b|  CIVIL PENALTY|
3981|151.485.a|  CIVIL PENALTY|(a)
3982|151.485.a|  CIVIL PENALTY|If a manufacturer fails to file a report required by this subchapter or fails to file a complete report, the comptroller may impose a civil penalty under Section 151.703(d).
3983|151.485.b|  CIVIL PENALTY|(b)
3984|151.485.b|  CIVIL PENALTY|In addition to the penalty imposed under Subsection (a), a manufacturer shall pay the state a civil penalty of not less than $25 or more than $2,000 for each day a violation continues if the manufacturer:
3985|151.485.1|  CIVIL PENALTY|(1)
3986|151.485.1|  CIVIL PENALTY|violates this subchapter; or
3987|151.485.2|  CIVIL PENALTY|(2)
3988|151.485.2|  CIVIL PENALTY|violates a rule adopted to administer or enforce this subchapter.
3989|151.486.2|  ACTION BY TEXAS DEPARTMENT OF MOTOR VEHICLES|If a manufacturer fails to file a report required by this subchapter or fails to file a complete report, the comptroller may notify the Texas Department of Motor Vehicles of the failure and the department may take administrative action against the manufacturer for the failure under Chapter 2301, Occupations Code.
3990|151.487.2|  AUDIT; INSPECTION|The comptroller may audit, inspect, or otherwise verify a manufacturer's compliance with this subchapter.
3991|151.488.2|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|
3992|151.488.a|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|(a)
3993|151.488.a|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|The comptroller may bring an action to enforce this subchapter and obtain any civil remedy authorized by this subchapter or any other law for the violation of this subchapter. The attorney general shall prosecute the action on the comptroller's behalf.
3994|151.488.b|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|(b)
3995|151.488.b|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|Venue for and jurisdiction of an action under this section is exclusively conferred on the district courts in Travis County.
3996|151.488.c|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|(c)
3997|151.488.c|  ACTION BY ATTORNEY GENERAL; VENUE; ATTORNEY'S FEES|If the comptroller prevails in an action under this section, the comptroller and attorney general are entitled to recover court costs and reasonable attorney's fees incurred in bringing the action.
3998|151.501.c|  DETERMINATION AFTER THE FILING OF A REPORT|If a person has filed a tax report, the comptroller may issue a deficiency determination under Section 111.008 of this code.
3999|151.503.c|  DETERMINATION IF NO REPORT FILED|
4000|151.503.a|  DETERMINATION IF NO REPORT FILED|(a)
4001|151.503.a|  DETERMINATION IF NO REPORT FILED|If a person fails to file a report, the comptroller shall estimate the amount of receipts of the person subject to the sales tax, the amount of total sales prices of taxable items sold, leased, or rented by the person to another for storage, use, or consumption in this state, and the total sales prices of taxable items acquired by the person for storage, use, or consumption without the payment of the use tax to a retailer for each period or the total period for which the person failed to report as required by this chapter.
4002|151.503.b|  DETERMINATION IF NO REPORT FILED|(b)
4003|151.503.b|  DETERMINATION IF NO REPORT FILED|The estimate required by Subsection
4004|151.503.a|  DETERMINATION IF NO REPORT FILED|(a)
4005|151.503.a|  DETERMINATION IF NO REPORT FILED|of this section may be made on any information available to the comptroller.
4006|151.503.c|  DETERMINATION IF NO REPORT FILED|(c)
4007|151.503.c|  DETERMINATION IF NO REPORT FILED|On the basis of the estimate, the comptroller shall compute and determine the amount required to be paid to the state for each period.
4008|151.503.d|  DETERMINATION IF NO REPORT FILED|(d)
4009|151.503.d|  DETERMINATION IF NO REPORT FILED|The comptroller shall add to the determination an amount equal to 10 percent of the amount computed under Subsection
4010|151.503.c|  DETERMINATION IF NO REPORT FILED|(c)
4011|151.503.c|  DETERMINATION IF NO REPORT FILED|of this section as a penalty.
4012|151.503.e|  DETERMINATION IF NO REPORT FILED|(e)
4013|151.503.e|  DETERMINATION IF NO REPORT FILED|A determination under this section may be issued for one or more periods, and more than one determination may be issued for a single period.
4014|151.504.e|  DETERMINATION WHEN A BUSINESS IS DISCONTINUED|If a business is discontinued, the comptroller may make a determination of tax liability under this subchapter before the date a report or tax payment is due with respect to the discontinued business.
4015|151.505.e|  WHEN DETERMINATION BECOMES FINAL|A determination made under Section 151.501, 151.503, or 151.504 of this code becomes final on the expiration of 30 days after the day on which the determination was served by personal service or by mail, unless a petition for a redetermination is filed before the determination becomes final.
4016|151.507.e|  LIMITATIONS ON DETERMINATION|
4017|151.507.a|  LIMITATIONS ON DETERMINATION|(a)
4018|151.507.a|  LIMITATIONS ON DETERMINATION|A notice of a deficiency determination must be personally served or mailed within the period provided by Subchapter D, Chapter 111 of this code  after the last day of the calendar month following the close of the regular reporting period of the taxpayer for which the amount is proposed to be determined or within the period provided by Subchapter D, Chapter 111 of this code after the report is filed, whichever period expires the later.
4019|151.507.b|  LIMITATIONS ON DETERMINATION|(b)
4020|151.507.b|  LIMITATIONS ON DETERMINATION|The limitations provided by Subsection
4021|151.507.a|  LIMITATIONS ON DETERMINATION|(a)
4022|151.507.a|  LIMITATIONS ON DETERMINATION|of this section do not apply to a determination proposed to be made:
4023|151.507.1|  LIMITATIONS ON DETERMINATION|(1)
4024|151.507.1|  LIMITATIONS ON DETERMINATION|for the collection of an amount of sales tax on the sale of a taxable item if a deficiency notice has been given or is given for the collection of the use tax on the same taxable item;  or
4025|151.507.2|  LIMITATIONS ON DETERMINATION|(2)
4026|151.507.2|  LIMITATIONS ON DETERMINATION|for the collection of the use tax on the storage, use, or consumption of a taxable item if a deficiency notice has been or is given for the collection of the sales tax on the same taxable item.
4027|151.507.c|  LIMITATIONS ON DETERMINATION|(c)
4028|151.507.c|  LIMITATIONS ON DETERMINATION|Relettered as
4029|151.507.b|  LIMITATIONS ON DETERMINATION|(b)
4030|151.507.b|  LIMITATIONS ON DETERMINATION|by Acts 1985, 69th Leg., ch. 37, Sec. 4, eff. Aug. 26, 1985.
4031|151.508.b|  OFFSETS|In making a determination, the comptroller may offset an overpayment for one or more periods against an underpayment, penalty, and interest accrued on the underpayment for the same period or one or more other periods.  Any interest accrued on the overpayment shall be included in the offset.
4032|151.509.b|  PETITION FOR REDETERMINATION|A person petitioning for a redetermination of a determination made under Section 111.022 must file, before the determination becomes final, security as the comptroller requires to ensure compliance with this chapter.  The security may be sold by the comptroller in the manner provided by Subchapter A, Chapter 111.
4033|151.510.b|  HEARING ON REDETERMINATION|
4034|151.510.a|  HEARING ON REDETERMINATION|(a)
4035|151.510.a|  HEARING ON REDETERMINATION|If a petition for a redetermination is filed before the determination becomes final, the petitioner is entitled on a request stated in the petition to an oral hearing on the redetermination and to at least 20 days' notice of the time and place of the hearing.
4036|151.510.b|  HEARING ON REDETERMINATION|(b)
4037|151.510.b|  HEARING ON REDETERMINATION|The comptroller may continue the hearing from time to time as is necessary.
4038|151.511.b|  REDETERMINATION|
4039|151.511.a|  REDETERMINATION|(a)
4040|151.511.a|  REDETERMINATION|The comptroller may decrease the amount of a determination at any time before the determination becomes final.
4041|151.511.b|  REDETERMINATION|(b)
4042|151.511.b|  REDETERMINATION|The comptroller may increase the amount of a determination that is not final if the additional claim is asserted by the comptroller at or before a hearing on a redetermination.
4043|151.511.c|  REDETERMINATION|(c)
4044|151.511.c|  REDETERMINATION|If an additional claim is asserted, the petitioner is entitled to a 30-day continuance of the hearing to permit the petitioner to obtain and present evidence applicable to the items on which the additional claim is based.
4045|151.511.d|  REDETERMINATION|(d)
4046|151.511.d|  REDETERMINATION|Repealed by Acts 1991, 72nd Leg., ch. 705, Sec. 42(a)(3), eff. Sept. 1, 1991.
4047|151.512.d|  INTEREST|Unpaid taxes imposed by this chapter draw interest beginning 60 days after the date on which the tax or the amount of the tax required to be collected became due and payable to the state.
4048|151.514.d|  NOTICES|The comptroller shall give notice of a determination made under this subchapter promptly as provided by Sections 111.008
4049|151.514.b|  NOTICES|(b)
4050|151.514.b|  NOTICES|and
4051|151.514.c|  NOTICES|(c)
4052|151.514.c|  NOTICES|of this code.  Any other notice required by this subchapter shall be given in the same manner.  Notices under this subchapter are effective as provided by Section 111.008
4053|151.514.c|  NOTICES|(c)
4054|151.514.c|  NOTICES|of this code.
4055|151.515.c|  PROCEEDINGS AGAINST CONSUMER|This chapter does not prohibit the comptroller from proceeding against a consumer for an amount of tax that the consumer should have paid but failed to pay.
4056|151.601.c|  SUIT|The comptroller may bring an action in a court of this state, another state, or the United States to collect an amount of the taxes imposed by this chapter that is due and unpaid, including penalties and interest.  The action shall be prosecuted by the attorney general.
4057|151.602.c|  VENUE|A suit brought under this subchapter against a taxpayer in a court of this state may be filed and heard in the county where the person owing the tax resides or has a place of business or in Travis County.
4058|151.603.c|  EVIDENCE:  COMPTROLLER'S CERTIFICATE|In an action brought under this subchapter a certificate of the comptroller showing the delinquency is prima facie evidence of the determination of the tax or the amount of the tax, of the amount of penalties and interest stated, of the delinquency of the amounts stated, and of the compliance of the comptroller with this chapter in computing and determining the amounts due.
4059|151.604.c|  FORM OF ACTION|A suit under this subchapter against any person for recovery of the tax is in the form of an action for debt.
4060|151.605.c|  WRITS OF ATTACHMENT|In a suit under this subchapter, no bond or affidavit is required before the issuance of a writ of attachment.
4061|151.606.c|  SERVICE OF PROCESS|In a suit under this subchapter, a seller or retailer may be served with process as provided by the rules of civil procedure or by service on an agent or clerk in this state employed by the retailer or seller in a place of business in this state maintained by the seller or retailer.  If process is served on the agent or clerk of the retailer or seller, a copy of the process shall forthwith be sent by registered mail to the retailer or seller at his principal or home office.
4062|151.607.c|  LIMITATION PERIOD|The limitation period provided by Section 111.202 of this code applies to a suit brought under this subchapter, except that the suit may be brought at any time within 3 years after a determination made under Subchapter J of this code  becomes final or within 3 years after the last recording of a lien under this title.
4063|151.608.c|  JUDGMENTS|
4064|151.608.a|  JUDGMENTS|(a)
4065|151.608.a|  JUDGMENTS|A judgment in favor of the state obtained in an action under this chapter may be filed for record with the county clerk of any county in the state and when filed constitutes a lien on all of the real property located in the county and belonging to the person named in the judgment as the defendant.  The lien applies to all real property in the county owned by the defendant at the time of the filing or acquired by him after the filing of the judgment.
4066|151.608.b|  JUDGMENTS|(b)
4067|151.608.b|  JUDGMENTS|The lien has the force and effect of a judgment lien for 10 years after the date of the judgment unless the lien is released or discharged before the expiration of the 10-year period.
4068|151.608.c|  JUDGMENTS|(c)
4069|151.608.c|  JUDGMENTS|On the payment in full of the amount of a judgment obtained under this chapter, the comptroller may release the lien.
4070|151.608.d|  JUDGMENTS|(d)
4071|151.608.d|  JUDGMENTS|A prior judgment is not a bar to a subsequent suit under this chapter for additional taxes, penalties, and interest accruing after the prior judgment if the suit is brought before the expiration of the limitation period.
4072|151.608.e|  JUDGMENTS|(e)
4073|151.608.e|  JUDGMENTS|Execution on a judgment obtained under this chapter may issue in the same manner as an execution under other judgments, and the sale under an execution is held as provided by the rules of civil procedure and the statutes of this state.
4074|151.614.e|  RES JUDICATA|In the determination of a suit arising under this chapter, the rule of res judicata applies only if the liability at issue is for the same quarterly period as was at issue in a previously determined suit.
4075|151.615.e|  TAX SUIT COMITY|A court of this state shall recognize and enforce a liability for a sales or use tax lawfully imposed by another state if the other state extends a like comity to this state.
4076|151.701.e|  USE OF STAMPS OR TOKENS PROHIBITED|No person may use stamps or tokens for the purpose of collecting or enforcing the collection of the taxes imposed by this chapter or for any other purpose connected with the taxes.
4077|151.703.e|  FAILURE TO REPORT OR PAY TAX|
4078|151.703.a|  FAILURE TO REPORT OR PAY TAX|(a)
4079|151.703.a|  FAILURE TO REPORT OR PAY TAX|A person who fails to file a report as required by this chapter or who fails to pay a tax imposed by this chapter when due forfeits five percent of the amount due as a penalty, and if the person fails to file the report or pay the tax within 30 days after the day on which the tax or report is due, the person forfeits an additional five percent.
4080|151.703.b|  FAILURE TO REPORT OR PAY TAX|(b)
4081|151.703.b|  FAILURE TO REPORT OR PAY TAX|The minimum penalty provided by Subsection
4082|151.703.a|  FAILURE TO REPORT OR PAY TAX|(a)
4083|151.703.a|  FAILURE TO REPORT OR PAY TAX|of this section is $1.
4084|151.703.c|  FAILURE TO REPORT OR PAY TAX|(c)
4085|151.703.c|  FAILURE TO REPORT OR PAY TAX|A delinquent tax draws interest beginning 60 days from the due date.
4086|151.703.d|  FAILURE TO REPORT OR PAY TAX|(d)
4087|151.703.d|  FAILURE TO REPORT OR PAY TAX|In addition to any other penalty authorized by this section, a person who fails to file a report as required by this chapter shall pay a penalty of $50.  The penalty provided by this subsection is assessed without regard to whether the taxpayer subsequently files the report or whether any taxes were due from the taxpayer for the reporting period under the required report.
4088|151.7032.d|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|
4089|151.7032.a|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(a)
4090|151.7032.a|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|A person commits an offense if the person intentionally or knowingly fails to pay to the comptroller, as required by this chapter, the tax collected by that person.
4091|151.7032.b|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(b)
4092|151.7032.b|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|An offense under this section is:
4093|151.7032.1|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(1)
4094|151.7032.1|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|a Class C misdemeanor if the amount of the tax collected and not paid is less than $50;
4095|151.7032.2|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(2)
4096|151.7032.2|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|a Class B misdemeanor if the amount of the tax collected and not paid is $50 or more but less than $500;
4097|151.7032.3|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(3)
4098|151.7032.3|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|a Class A misdemeanor if the amount of the tax collected and not paid is $500 or more but less than $1,500;
4099|151.7032.4|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(4)
4100|151.7032.4|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|a state jail felony if the amount of the tax collected and not paid is $1,500 or more but less than $20,000;
4101|151.7032.5|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(5)
4102|151.7032.5|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|a felony of the third degree if the amount of the tax collected and not paid is $20,000 or more but less than $100,000;
4103|151.7032.6|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(6)
4104|151.7032.6|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|a felony of the second degree if the amount of the tax collected and not paid is $100,000 or more but less than $200,000; and
4105|151.7032.7|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(7)
4106|151.7032.7|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|a felony of the first degree if the amount of the tax collected and not paid is $200,000 or more.
4107|151.7032.c|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(c)
4108|151.7032.c|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|When tax is collected and not paid in violation of Subsection
4109|151.7032.a|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|(a)
4110|151.7032.a|  FAILURE TO PAY TAXES COLLECTED; CRIMINAL PENALTY AND AGGREGATION OF AMOUNTS INVOLVED|pursuant to one scheme or continuous course of conduct, the conduct may be considered as one offense and the amounts aggregated in determining the grade of the offense.
4111|151.704.a|  SALES TAX ABSORPTION; CRIMINAL PENALTY|
4112|151.704.a|  SALES TAX ABSORPTION; CRIMINAL PENALTY|(a)
4113|151.704.a|  SALES TAX ABSORPTION; CRIMINAL PENALTY|Except as provided by Subsections
4114|151.704.b|  SALES TAX ABSORPTION; CRIMINAL PENALTY|(b)
4115|151.704.b|  SALES TAX ABSORPTION; CRIMINAL PENALTY|and (c), a retailer commits an offense if the retailer directly or indirectly advertises, holds out, or states to a customer or to the public that the tax is not part of the sales price payable by the customer.
4116|151.704.b|  SALES TAX ABSORPTION; CRIMINAL PENALTY|(b)
4117|151.704.b|  SALES TAX ABSORPTION; CRIMINAL PENALTY|A retailer may directly or indirectly advertise, hold out, or state to a customer or to the public that the retailer will pay the tax for the customer if:
4118|151.704.1|  SALES TAX ABSORPTION; CRIMINAL PENALTY|(1)
4119|151.704.1|  SALES TAX ABSORPTION; CRIMINAL PENALTY|the retailer indicates in the advertisement, holding out, or statement that the retailer is paying the tax for the customer;
4120|151.704.2|  SALES TAX ABSORPTION; CRIMINAL PENALTY|(2)
4121|151.704.2|  SALES TAX ABSORPTION; CRIMINAL PENALTY|the retailer does not indicate or imply in the advertisement, holding out, or statement that the sale is exempt or excluded from taxation; and
4122|151.704.3|  SALES TAX ABSORPTION; CRIMINAL PENALTY|(3)
4123|151.704.3|  SALES TAX ABSORPTION; CRIMINAL PENALTY|any purchaser's receipt or other statement given to the customer listing the sales price paid or to be paid by the customer separately states the amount of the tax and indicates that the tax will be paid by the retailer.
4124|151.704.c|  SALES TAX ABSORPTION; CRIMINAL PENALTY|(c)
4125|151.704.c|  SALES TAX ABSORPTION; CRIMINAL PENALTY|This section does not prohibit a utility from billing a customer in one lump-sum price including the utility sales price and the amount of the tax imposed by this chapter.
4126|151.704.d|  SALES TAX ABSORPTION; CRIMINAL PENALTY|(d)
4127|151.704.d|  SALES TAX ABSORPTION; CRIMINAL PENALTY|An offense under this section is a misdemeanor punishable by a fine of not more than $500.
4128|151.705.d|  COLLECTION OF USE TAX;  CRIMINAL PENALTY|A retailer engaged in business in this state who violates Section 151.103 of this code commits a misdemeanor punishable by a fine of not more than $500.
4129|151.707.d|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|
4130|151.707.a|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(a)
4131|151.707.a|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|A person commits an offense if the person:
4132|151.707.1|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(1)
4133|151.707.1|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|intentionally or knowingly makes a false entry in, or a fraudulent alteration of, an exemption or resale certificate;
4134|151.707.2|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(2)
4135|151.707.2|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|makes, presents, or uses an exemption certificate or resale certificate with knowledge that it is false and with the intent that it be accepted as a valid resale or exemption certificate;  or
4136|151.707.3|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(3)
4137|151.707.3|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|intentionally conceals, removes, or impairs the verity or legibility of an exemption or resale certificate or unreasonably impedes the availability of an exemption or resale certificate.
4138|151.707.b|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(b)
4139|151.707.b|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|An offense under Subsection
4140|151.707.a|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(a)
4141|151.707.a|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|is:
4142|151.707.1|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(1)
4143|151.707.1|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|a Class C misdemeanor if the tax avoided by the use of the exemption or resale certificate is less than $20;
4144|151.707.2|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(2)
4145|151.707.2|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|a Class B misdemeanor if the tax avoided by the use of the exemption or resale certificate is $20 or more, but less than $200;
4146|151.707.3|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(3)
4147|151.707.3|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|a Class A misdemeanor if the tax avoided by the use of the exemption or resale certificate is $200 or more, but less than $750;
4148|151.707.4|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(4)
4149|151.707.4|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|a felony of the third degree if the tax avoided by the use of the exemption or resale certificate is $750 or more, but less than $20,000; or
4150|151.707.5|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|(5)
4151|151.707.5|  RESALE OR EXEMPTION CERTIFICATE;  CRIMINAL PENALTY|a felony of the second degree if the tax avoided by the use of the exemption or resale certificate is $20,000 or more.
